sourceDomainId	actions	targetDomainId	databases	type	drugbankId	uniprotId
drugbank.DB00909	inhibitor	CA2	DrugCentral;DrugBank	DrugHasTarget	DB00909	P00918
drugbank.DB00909	inhibitor	CA4	DrugCentral;DrugBank	DrugHasTarget	DB00909	P22748
drugbank.DB00909	inhibitor	CA5A	DrugCentral;DrugBank	DrugHasTarget	DB00909	P35218
drugbank.DB00909	inhibitor	CA5B	DrugCentral;DrugBank	DrugHasTarget	DB00909	Q9Y2D0
drugbank.DB00909	inhibitor	CA6	DrugCentral;DrugBank	DrugHasTarget	DB00909	P23280
drugbank.DB00909	inhibitor	CA7	DrugCentral;DrugBank	DrugHasTarget	DB00909	P43166
drugbank.DB00909	inhibitor	CA9	DrugCentral;DrugBank	DrugHasTarget	DB00909	Q16790
drugbank.DB00909	inhibitor	CA12	DrugCentral;DrugBank	DrugHasTarget	DB00909	O43570
drugbank.DB00909	inhibitor	CA13	DrugCentral;DrugBank	DrugHasTarget	DB00909	Q8N1Q1
drugbank.DB00909	inhibitor	CA14	DrugCentral;DrugBank	DrugHasTarget	DB00909	Q9ULX7
drugbank.DB00909	inhibitor	MAOB	DrugCentral;DrugBank	DrugHasTarget	DB00909	P27338
drugbank.DB00910	agonist	VDR	DrugCentral;DrugBank	DrugHasTarget	DB00910	P11473
drugbank.DB00912	inhibitor	ABCC8	DrugCentral;DrugBank	DrugHasTarget	DB00912	Q09428
drugbank.DB00913	agonist	OPRM1	DrugCentral;DrugBank	DrugHasTarget	DB00913	P35372
drugbank.DB00915	antagonist	GRIN3A	DrugCentral;DrugBank	DrugHasTarget	DB00915	Q8TCU5
drugbank.DB00917	agonist	PTGER2	DrugCentral;DrugBank	DrugHasTarget	DB00917	P43116
drugbank.DB00917	agonist	PTGER1	DrugCentral;DrugBank	DrugHasTarget	DB00917	P34995
drugbank.DB00917	agonist	PTGER3	DrugCentral;DrugBank	DrugHasTarget	DB00917	P43115
drugbank.DB00917	agonist	PTGER4	DrugCentral;DrugBank	DrugHasTarget	DB00917	P35408
drugbank.DB00917	agonist	PTGDR2	DrugCentral;DrugBank	DrugHasTarget	DB00917	Q9Y5Y4
drugbank.DB00918	agonist	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00918	P28222
drugbank.DB00918	agonist	HTR1D	DrugCentral;DrugBank	DrugHasTarget	DB00918	P28221
drugbank.DB00919	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00919	P0A7S3
drugbank.DB00920	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00920	P35367
drugbank.DB00921	partial agonist	OPRM1	DrugCentral;DrugBank	DrugHasTarget	DB00921	P35372
drugbank.DB00921	antagonist	OPRK1	DrugCentral;DrugBank	DrugHasTarget	DB00921	P41145
drugbank.DB00921	antagonist	OPRD1	DrugCentral;DrugBank	DrugHasTarget	DB00921	P41143
drugbank.DB00921		OPRL1	DrugCentral;DrugBank	DrugHasTarget	DB00921	P41146
drugbank.DB00922	potentiator	TNNC1	DrugCentral;DrugBank	DrugHasTarget	DB00922	P63316
drugbank.DB00922	inducer	KCNJ11	DrugCentral;DrugBank	DrugHasTarget	DB00922	Q14654
drugbank.DB00922	inducer	KCNJ8	DrugCentral;DrugBank	DrugHasTarget	DB00922	Q15842
drugbank.DB00922	inhibitor	PDE3A	DrugCentral;DrugBank	DrugHasTarget	DB00922	Q14432
drugbank.DB00924	antagonist	HTR2A	DrugCentral;DrugBank	DrugHasTarget	DB00924	P28223
drugbank.DB00925	antagonist	ADRA1A	DrugCentral;DrugBank	DrugHasTarget	DB00925	P35348
drugbank.DB00925	antagonist	ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB00925	P08913
drugbank.DB00925	antagonist	ADRA2B	DrugCentral;DrugBank	DrugHasTarget	DB00925	P18089
drugbank.DB00927	antagonist	HRH2	DrugCentral;DrugBank	DrugHasTarget	DB00927	P25021
drugbank.DB00928	inhibitor	DNMT1	DrugCentral;DrugBank	DrugHasTarget	DB00928	P26358
drugbank.DB00929	agonist	PTGER3	DrugCentral;DrugBank	DrugHasTarget	DB00929	P43115
drugbank.DB00929	agonist	PTGER2	DrugCentral;DrugBank	DrugHasTarget	DB00929	P43116
drugbank.DB00929	agonist	PTGER4	DrugCentral;DrugBank	DrugHasTarget	DB00929	P35408
drugbank.DB00932	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00932	Q72874
drugbank.DB00933	antagonist	HTR2A	DrugCentral;DrugBank	DrugHasTarget	DB00933	P28223
drugbank.DB00933	antagonist	DRD2	DrugCentral;DrugBank	DrugHasTarget	DB00933	P14416
drugbank.DB00934	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00934	P23975
drugbank.DB00934	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00934	P35367
drugbank.DB00934	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00934	P11229
drugbank.DB00934	antagonist	CHRM2	DrugCentral;DrugBank	DrugHasTarget	DB00934	P08172
drugbank.DB00934	antagonist	CHRM3	DrugCentral;DrugBank	DrugHasTarget	DB00934	P20309
drugbank.DB00934	antagonist	CHRM4	DrugCentral;DrugBank	DrugHasTarget	DB00934	P08173
drugbank.DB00934	antagonist	CHRM5	DrugCentral;DrugBank	DrugHasTarget	DB00934	P08912
drugbank.DB00934	antagonist	ADRA1A	DrugCentral;DrugBank	DrugHasTarget	DB00934	P35348
drugbank.DB00934	antagonist	ADRA1D	DrugCentral;DrugBank	DrugHasTarget	DB00934	P25100
drugbank.DB00934	binder	HTR2A	DrugCentral;DrugBank	DrugHasTarget	DB00934	P28223
drugbank.DB00934	binder	HTR2C	DrugCentral;DrugBank	DrugHasTarget	DB00934	P28335
drugbank.DB00934	binder	DRD2	DrugCentral;DrugBank	DrugHasTarget	DB00934	P14416
drugbank.DB00934	antagonist	ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB00934	P08913
drugbank.DB00934	antagonist	ADRA2B	DrugCentral;DrugBank	DrugHasTarget	DB00934	P18089
drugbank.DB00934	antagonist	ADRA2C	DrugCentral;DrugBank	DrugHasTarget	DB00934	P18825
drugbank.DB00935	agonist	ADRA1A	DrugCentral;DrugBank	DrugHasTarget	DB00935	P35348
drugbank.DB00935	agonist;partial agonist	ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB00935	P08913
drugbank.DB00935	agonist	ADRA2C	DrugCentral;DrugBank	DrugHasTarget	DB00935	P18825
drugbank.DB00935	binder	ADRA2B	DrugCentral;DrugBank	DrugHasTarget	DB00935	P18089
drugbank.DB00935	agonist	ADRA1B	DrugCentral;DrugBank	DrugHasTarget	DB00935	P35368
drugbank.DB00935	agonist	ADRA1D	DrugCentral;DrugBank	DrugHasTarget	DB00935	P25100
drugbank.DB00937	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00937	P23975
drugbank.DB00937	inhibitor	SLC6A3	DrugCentral;DrugBank	DrugHasTarget	DB00937	Q01959
drugbank.DB00938	agonist	ADRB2	DrugCentral;DrugBank	DrugHasTarget	DB00938	P07550
drugbank.DB00938	inverse agonist	ADRB1	DrugCentral;DrugBank	DrugHasTarget	DB00938	P08588
drugbank.DB00938	inverse agonist	ADRB3	DrugCentral;DrugBank	DrugHasTarget	DB00938	P13945
drugbank.DB00939	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB00939	P23219
drugbank.DB00939	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB00939	P35354
drugbank.DB00939	inhibitor	ALOX5	DrugCentral;DrugBank	DrugHasTarget	DB00939	P09917
drugbank.DB00940	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00940	P11229
drugbank.DB00942	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00942	P11229
drugbank.DB00943	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00943	Q72547
drugbank.DB00944	inhibitor	ACHE	DrugCentral;DrugBank	DrugHasTarget	DB00944	P22303
drugbank.DB00945	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB00945	P23219
drugbank.DB00945	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB00945	P35354
drugbank.DB00946	inhibitor	VKORC1	DrugCentral;DrugBank	DrugHasTarget	DB00946	Q9BQB6
drugbank.DB00947	antagonist	ESR1	DrugCentral;DrugBank	DrugHasTarget	DB00947	P03372
drugbank.DB00948	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00948	Q8XJ01
drugbank.DB00948	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00948	P0AD65
drugbank.DB00949	antagonist	GRIN2B	DrugCentral;DrugBank	DrugHasTarget	DB00949	Q13224
drugbank.DB00949	antagonist	GRIN2A	DrugCentral;DrugBank	DrugHasTarget	DB00949	Q12879
drugbank.DB00950	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00950	P35367
drugbank.DB00951	adduct		DrugCentral;DrugBank	DrugHasTarget	DB00951	P9WGR1
drugbank.DB00951		CYP3A4	DrugCentral;DrugBank	DrugHasTarget	DB00951	P08684
drugbank.DB00951			DrugCentral;DrugBank	DrugHasTarget	DB00951	P9WNX1
drugbank.DB00952	agonist	HTR1D	DrugCentral;DrugBank	DrugHasTarget	DB00952	P28221
drugbank.DB00952	agonist	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00952	P28222
drugbank.DB00952	agonist	HTR1F	DrugCentral;DrugBank	DrugHasTarget	DB00952	P30939
drugbank.DB00952	agonist	HTR1A	DrugCentral;DrugBank	DrugHasTarget	DB00952	P08908
drugbank.DB00953	agonist	HTR1D	DrugCentral;DrugBank	DrugHasTarget	DB00953	P28221
drugbank.DB00953	agonist	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00953	P28222
drugbank.DB00953	agonist	HTR1F	DrugCentral;DrugBank	DrugHasTarget	DB00953	P30939
drugbank.DB00956	agonist	OPRM1	DrugCentral;DrugBank	DrugHasTarget	DB00956	P35372
drugbank.DB00957	agonist	PGR	DrugCentral;DrugBank	DrugHasTarget	DB00957	P06401
drugbank.DB00959	agonist	NR3C1	DrugCentral;DrugBank	DrugHasTarget	DB00959	P04150
drugbank.DB00960	partial agonist	ADRB1	DrugCentral;DrugBank	DrugHasTarget	DB00960	P08588
drugbank.DB00960	partial agonist	ADRB2	DrugCentral;DrugBank	DrugHasTarget	DB00960	P07550
drugbank.DB00960	antagonist	HTR1A	DrugCentral;DrugBank	DrugHasTarget	DB00960	P08908
drugbank.DB00960	other/unknown	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00960	P28222
drugbank.DB00960	agonist	ADRB3	DrugCentral;DrugBank	DrugHasTarget	DB00960	P13945
drugbank.DB00962	potentiator	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB00962	P14867
drugbank.DB00963	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB00963	P35354
drugbank.DB00963	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB00963	P23219
drugbank.DB00964	agonist	ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB00964	P08913
drugbank.DB00964	agonist	ADRA1A	DrugCentral;DrugBank	DrugHasTarget	DB00964	P35348
drugbank.DB00964	agonist	ADRA2B	DrugCentral;DrugBank	DrugHasTarget	DB00964	P18089
drugbank.DB00966	antagonist	AGTR1	DrugCentral;DrugBank	DrugHasTarget	DB00966	P30556
drugbank.DB00966	partial agonist	PPARG	DrugCentral;DrugBank	DrugHasTarget	DB00966	P37231
drugbank.DB00967	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00967	P35367
drugbank.DB00968		ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB00968	P08913
drugbank.DB00968	inhibitor	DDC	DrugCentral;DrugBank	DrugHasTarget	DB00968	P20711
drugbank.DB00969	antagonist	HTR3A	DrugCentral;DrugBank	DrugHasTarget	DB00969	P46098
drugbank.DB00972	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00972	P35367
drugbank.DB00973	inhibitor	NPC1L1	DrugCentral;DrugBank	DrugHasTarget	DB00973	Q9UHC9
drugbank.DB00975	inhibitor	PDE10A	DrugCentral;DrugBank	DrugHasTarget	DB00975	Q9Y233
drugbank.DB00975	inhibitor	PDE5A	DrugCentral;DrugBank	DrugHasTarget	DB00975	O76074
drugbank.DB00975	inhibitor	PDE4A	DrugCentral;DrugBank	DrugHasTarget	DB00975	P27815
drugbank.DB00977	agonist	ESR1	DrugCentral;DrugBank	DrugHasTarget	DB00977	P03372
drugbank.DB00977		SHBG	DrugCentral	DrugHasTarget	DB00977	P04278
drugbank.DB00978	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00978	P43700
drugbank.DB00980	multitarget	MTNR1A	DrugCentral;DrugBank	DrugHasTarget	DB00980	P48039
drugbank.DB00980	multitarget	MTNR1B	DrugCentral;DrugBank	DrugHasTarget	DB00980	P49286
drugbank.DB00981	inhibitor	ACHE	DrugCentral;DrugBank	DrugHasTarget	DB00981	P22303
drugbank.DB00982	other/unknown	RARA	DrugCentral;DrugBank	DrugHasTarget	DB00982	P10276
drugbank.DB00983	agonist	ADRB2	DrugCentral;DrugBank	DrugHasTarget	DB00983	P07550
drugbank.DB00983	agonist	ADRB1	DrugCentral;DrugBank	DrugHasTarget	DB00983	P08588
drugbank.DB00983	agonist	ADRB3	DrugCentral;DrugBank	DrugHasTarget	DB00983	P13945
drugbank.DB00985	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00985	P35367
drugbank.DB00986	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00986	P11229
drugbank.DB00986	antagonist	CHRM3	DrugCentral;DrugBank	DrugHasTarget	DB00986	P20309
drugbank.DB00986	binder	CHRM2	DrugCentral;DrugBank	DrugHasTarget	DB00986	P08172
drugbank.DB00987	inhibitor	POLB	DrugCentral;DrugBank	DrugHasTarget	DB00987	P06746
drugbank.DB00988	agonist	DRD2	DrugCentral;DrugBank	DrugHasTarget	DB00988	P14416
drugbank.DB00988	agonist	DRD1	DrugCentral;DrugBank	DrugHasTarget	DB00988	P21728
drugbank.DB00988	agonist	DRD5	DrugCentral;DrugBank	DrugHasTarget	DB00988	P21918
drugbank.DB00988	agonist	DRD3	DrugCentral;DrugBank	DrugHasTarget	DB00988	P35462
drugbank.DB00988	agonist	DRD4	DrugCentral;DrugBank	DrugHasTarget	DB00988	P21917
drugbank.DB00988	inducer	SLC6A3	DrugCentral;DrugBank	DrugHasTarget	DB00988	Q01959
drugbank.DB00988	ligand	DBH	DrugCentral;DrugBank	DrugHasTarget	DB00988	P09172
drugbank.DB00988	binder	HTR1A	DrugCentral;DrugBank	DrugHasTarget	DB00988	P08908
drugbank.DB00988	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00988	P23975
drugbank.DB00989	inhibitor	ACHE	DrugCentral;DrugBank	DrugHasTarget	DB00989	P22303
drugbank.DB00989	inhibitor	BCHE	DrugCentral;DrugBank	DrugHasTarget	DB00989	P06276
drugbank.DB00990	inhibitor	CYP19A1	DrugCentral;DrugBank	DrugHasTarget	DB00990	P11511
drugbank.DB00991	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB00991	P23219
drugbank.DB00991	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB00991	P35354
drugbank.DB00993	modulator	RAC1	DrugCentral;DrugBank	DrugHasTarget	DB00993	P63000
drugbank.DB00996	inhibitor	CACNA2D1	DrugCentral;DrugBank	DrugHasTarget	DB00996	P54289
drugbank.DB00996	inhibitor	CACNA2D2	DrugCentral;DrugBank	DrugHasTarget	DB00996	Q9NY47
drugbank.DB00996	agonist	ADORA1	DrugCentral;DrugBank	DrugHasTarget	DB00996	P30542
drugbank.DB00996		GRIN3A	DrugCentral	DrugHasTarget	DB00996	Q8TCU5
drugbank.DB00996		GABBR2	DrugCentral	DrugHasTarget	DB00996	O75899
drugbank.DB00997	inhibitor	TOP2A	DrugCentral;DrugBank	DrugHasTarget	DB00997	P11388
drugbank.DB00998	agonist	HTR1D	DrugCentral;DrugBank	DrugHasTarget	DB00998	P28221
drugbank.DB00998	agonist	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00998	P28222
drugbank.DB00999	inhibitor	SLC12A3	DrugCentral;DrugBank	DrugHasTarget	DB00999	P55017
drugbank.DB00999		CA1	DrugCentral	DrugHasTarget	DB00999	P00915
drugbank.DB00999		CA2	DrugCentral	DrugHasTarget	DB00999	P00918
drugbank.DB00999	inhibitor	KCNMA1	DrugCentral;DrugBank	DrugHasTarget	DB00999	Q12791
drugbank.DB01000			DrugCentral	DrugHasTarget	DB01000	Q8XJ01
drugbank.DB01001	agonist	ADRB2	DrugCentral;DrugBank	DrugHasTarget	DB01001	P07550
drugbank.DB01001	agonist	ADRB1	DrugCentral;DrugBank	DrugHasTarget	DB01001	P08588
drugbank.DB01003	antagonist	S100P	DrugCentral;DrugBank	DrugHasTarget	DB01003	P25815
drugbank.DB01004	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01004	P04293
drugbank.DB01005	inhibitor	RRM1	DrugCentral;DrugBank	DrugHasTarget	DB01005	P23921
drugbank.DB01006	antagonist	CYP19A1	DrugCentral;DrugBank	DrugHasTarget	DB01006	P11511
drugbank.DB01007	antagonist		DrugCentral;DrugBank	DrugHasTarget	DB01007	P10613
drugbank.DB01009	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB01009	P23219
drugbank.DB01009	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB01009	P35354
drugbank.DB01010	inhibitor	ACHE	DrugCentral;DrugBank	DrugHasTarget	DB01010	P22303
drugbank.DB01011	inhibitor	CYP11B1	DrugCentral;DrugBank	DrugHasTarget	DB01011	P15538
drugbank.DB01012	agonist	CASR	DrugCentral;DrugBank	DrugHasTarget	DB01012	P41180
drugbank.DB01015	antagonist		DrugCentral;DrugBank	DrugHasTarget	DB01015	P0AC13
drugbank.DB01015			DrugCentral	DrugHasTarget	DB01015	P08192
drugbank.DB01016	blocker	ABCC8	DrugCentral;DrugBank	DrugHasTarget	DB01016	Q09428
drugbank.DB01016	blocker;inhibitor	KCNJ11	DrugCentral;DrugBank	DrugHasTarget	DB01016	Q14654
drugbank.DB01016	modulator	ABCC9	DrugCentral;DrugBank	DrugHasTarget	DB01016	O60706
drugbank.DB01016	inhibitor	ABCB11	DrugCentral;DrugBank	DrugHasTarget	DB01016	O95342
drugbank.DB01016	antagonist	CFTR	DrugCentral;DrugBank	DrugHasTarget	DB01016	P13569
drugbank.DB01018	agonist	ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB01018	P08913
drugbank.DB01018	binder	ADRA2B	DrugCentral;DrugBank	DrugHasTarget	DB01018	P18089
drugbank.DB01019	agonist	CHRM2	DrugCentral;DrugBank	DrugHasTarget	DB01019	P08172
drugbank.DB01019		CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB01019	P11229
drugbank.DB01019		CHRM3	DrugCentral;DrugBank	DrugHasTarget	DB01019	P20309
drugbank.DB01019		CHRM4	DrugCentral;DrugBank	DrugHasTarget	DB01019	P08173
drugbank.DB01020	activator	GUCY1A2	DrugCentral;DrugBank	DrugHasTarget	DB01020	P33402
drugbank.DB01021	inhibitor	SLC12A3	DrugCentral;DrugBank	DrugHasTarget	DB01021	P55017
drugbank.DB01021	inhibitor	CA1	DrugCentral;DrugBank	DrugHasTarget	DB01021	P00915
drugbank.DB01021	inhibitor	CA2	DrugCentral;DrugBank	DrugHasTarget	DB01021	P00918
drugbank.DB01021	inhibitor	CA4	DrugCentral;DrugBank	DrugHasTarget	DB01021	P22748
drugbank.DB01023	inhibitor	CACNA1C	DrugCentral;DrugBank	DrugHasTarget	DB01023	Q13936
drugbank.DB01023	inhibitor	CACNA1D	DrugCentral;DrugBank	DrugHasTarget	DB01023	Q01668
drugbank.DB01023	inhibitor	CACNA1H	DrugCentral;DrugBank	DrugHasTarget	DB01023	O95180
drugbank.DB01024	inhibitor	IMPDH1	DrugCentral;DrugBank	DrugHasTarget	DB01024	P20839
drugbank.DB01024	inhibitor	IMPDH2	DrugCentral;DrugBank	DrugHasTarget	DB01024	P12268
drugbank.DB01026			DrugCentral	DrugHasTarget	DB01026	P10613
drugbank.DB01026	inhibitor	CYP21A2	DrugCentral;DrugBank	DrugHasTarget	DB01026	P08686
drugbank.DB01026		CYP19A1	DrugCentral	DrugHasTarget	DB01026	P11511
drugbank.DB01026	inhibitor	KCNH2	DrugCentral;DrugBank	DrugHasTarget	DB01026	Q12809
drugbank.DB01026	antagonist	NR1I2	DrugCentral;DrugBank	DrugHasTarget	DB01026	O75469
drugbank.DB01028	agonist;positive allosteric modulator	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB01028	P14867
drugbank.DB01028	agonist	GLRA1	DrugCentral;DrugBank	DrugHasTarget	DB01028	P23415
drugbank.DB01028	positive allosteric modulator	GABRA2	DrugCentral;DrugBank	DrugHasTarget	DB01028	P47869
drugbank.DB01028	positive allosteric modulator	GABRA3	DrugCentral;DrugBank	DrugHasTarget	DB01028	P34903
drugbank.DB01028	positive allosteric modulator	GABRA4	DrugCentral;DrugBank	DrugHasTarget	DB01028	P48169
drugbank.DB01028	positive allosteric modulator	GABRA5	DrugCentral;DrugBank	DrugHasTarget	DB01028	P31644
drugbank.DB01028	positive allosteric modulator	GABRA6	DrugCentral;DrugBank	DrugHasTarget	DB01028	Q16445
drugbank.DB01028	positive allosteric modulator	GABRB1	DrugCentral;DrugBank	DrugHasTarget	DB01028	P18505
drugbank.DB01028	positive allosteric modulator	GABRB2	DrugCentral;DrugBank	DrugHasTarget	DB01028	P47870
drugbank.DB01028	positive allosteric modulator	GABRB3	DrugCentral;DrugBank	DrugHasTarget	DB01028	P28472
drugbank.DB01028	positive allosteric modulator	GABRD	DrugCentral;DrugBank	DrugHasTarget	DB01028	O14764
drugbank.DB01028	positive allosteric modulator	GABRE	DrugCentral;DrugBank	DrugHasTarget	DB01028	P78334
drugbank.DB01028	positive allosteric modulator	GABRG1	DrugCentral;DrugBank	DrugHasTarget	DB01028	Q8N1C3
drugbank.DB01028	positive allosteric modulator	GABRG2	DrugCentral;DrugBank	DrugHasTarget	DB01028	P18507
drugbank.DB01028	positive allosteric modulator	GABRG3	DrugCentral;DrugBank	DrugHasTarget	DB01028	Q99928
drugbank.DB01028	positive allosteric modulator	GABRP	DrugCentral;DrugBank	DrugHasTarget	DB01028	O00591
drugbank.DB01028	positive allosteric modulator	GABRQ	DrugCentral;DrugBank	DrugHasTarget	DB01028	Q9UN88
drugbank.DB01029	antagonist	AGTR1	DrugCentral;DrugBank	DrugHasTarget	DB01029	P30556
drugbank.DB01030	inhibitor	TOP1	DrugCentral;DrugBank	DrugHasTarget	DB01030	P11387
drugbank.DB01030	inhibitor	TOP1MT	DrugCentral;DrugBank	DrugHasTarget	DB01030	Q969P6
drugbank.DB01032	inhibitor	SLC22A6	DrugCentral;DrugBank	DrugHasTarget	DB01032	Q4U2R8
drugbank.DB01032	inhibitor	SLC22A11	DrugCentral;DrugBank	DrugHasTarget	DB01032	Q9NSA0
drugbank.DB01032	inhibitor	SLC22A8	DrugCentral;DrugBank	DrugHasTarget	DB01032	Q8TCC7
drugbank.DB01033	inhibitor	PPAT	DrugCentral;DrugBank	DrugHasTarget	DB01033	Q06203
drugbank.DB01034	inhibitor	FASN	DrugCentral;DrugBank	DrugHasTarget	DB01034	P49327
drugbank.DB01035	inhibitor	SCN5A	DrugCentral;DrugBank	DrugHasTarget	DB01035	Q14524
drugbank.DB01035	other	DNMT1	DrugCentral;DrugBank	DrugHasTarget	DB01035	P26358
drugbank.DB01035	inhibitor	KCNH2	DrugCentral;DrugBank	DrugHasTarget	DB01035	Q12809
drugbank.DB01036	antagonist	CHRM3	DrugCentral;DrugBank	DrugHasTarget	DB01036	P20309
drugbank.DB01036	antagonist	CHRM2	DrugCentral;DrugBank	DrugHasTarget	DB01036	P08172
drugbank.DB01036	antagonist	CHRM5	DrugCentral;DrugBank	DrugHasTarget	DB01036	P08912
drugbank.DB01036	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB01036	P11229
drugbank.DB01036	antagonist	CHRM4	DrugCentral;DrugBank	DrugHasTarget	DB01036	P08173
drugbank.DB01037	inhibitor	MAOB	DrugCentral;DrugBank	DrugHasTarget	DB01037	P27338
drugbank.DB01037	inhibitor	MAOA	DrugCentral;DrugBank	DrugHasTarget	DB01037	P21397
drugbank.DB01038	antagonist	DRD2	DrugCentral;DrugBank	DrugHasTarget	DB01038	P14416
drugbank.DB01041	inhibitor	CRBN	DrugCentral;DrugBank	DrugHasTarget	DB01041	Q96SW2
drugbank.DB01041	inhibitor	TNF	DrugCentral;DrugBank	DrugHasTarget	DB01041	P01375
drugbank.DB01041	antagonist	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB01041	P35354
drugbank.DB01043	antagonist	HTR3A	DrugCentral;DrugBank	DrugHasTarget	DB01043	P46098
drugbank.DB01043	binder;antagonist	GRIN1	DrugCentral;DrugBank	DrugHasTarget	DB01043	Q05586
drugbank.DB01043	antagonist	GRIN2A	DrugCentral;DrugBank	DrugHasTarget	DB01043	Q12879
drugbank.DB01043	antagonist	GRIN2B	DrugCentral;DrugBank	DrugHasTarget	DB01043	Q13224
drugbank.DB01043	antagonist	GRIN3A	DrugCentral;DrugBank	DrugHasTarget	DB01043	Q8TCU5
drugbank.DB01044	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01044	P72524
drugbank.DB01044	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01044	P0A4L9
drugbank.DB01044	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01044	P72525
drugbank.DB01044	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01044	Q59961
drugbank.DB01045	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01045	P0A8V2
drugbank.DB01045	agonist	NR1I2	DrugCentral;DrugBank	DrugHasTarget	DB01045	O75469
drugbank.DB01045		SLCO1B1	DrugCentral	DrugHasTarget	DB01045	Q9Y6L6
drugbank.DB01045		SLCO1A2	DrugCentral	DrugHasTarget	DB01045	P46721
drugbank.DB01045		SLCO1B3	DrugCentral	DrugHasTarget	DB01045	Q9NPD5
drugbank.DB01045		CYP51A1	DrugCentral	DrugHasTarget	DB01045	Q16850
drugbank.DB01046	inducer	CLCN2	DrugCentral;DrugBank	DrugHasTarget	DB01046	P51788
drugbank.DB01048	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01048	Q72547
drugbank.DB01050	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB01050	P35354
drugbank.DB01050	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB01050	P23219
drugbank.DB01051	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB01051	P0A0K8
drugbank.DB01053			DrugCentral	DrugHasTarget	DB01053	P62593
drugbank.DB01054	inhibitor	CACNA1C	DrugCentral;DrugBank	DrugHasTarget	DB01054	Q13936
drugbank.DB01054		CACNG1	DrugCentral	DrugHasTarget	DB01054	Q06432
drugbank.DB01054	inhibitor	CACNA1D	DrugCentral;DrugBank	DrugHasTarget	DB01054	Q01668
drugbank.DB01054	inhibitor	CACNA1H	DrugCentral;DrugBank	DrugHasTarget	DB01054	O95180
drugbank.DB01055	inhibitor	SHMT1	DrugCentral;DrugBank	DrugHasTarget	DB01055	P34896
drugbank.DB01055	inhibitor	TYR	DrugCentral;DrugBank	DrugHasTarget	DB01055	P14679
